Región;Comuna;Tipo IPT;Instrumento;Fecha instrumento base;Fecha versión cartográfica;Estado;Confianza;Actos pendientes;Resumen;Fuente cartografía
Metropolitana de Santiago;Quinta Normal;PRC;PRC;;;Sin cartografía;alta;1;Existe una línea normativa, pero no hay una versión cartográfica registrada para comparar.;
